artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Remedios Amaya,flamenco,track,El zarandeo,2000,7AlYBA5M9FVXDqN31cbExE,"Remedios Amaya (born María Dolores Amaya Vega) (born 1962 in Seville) is a flamenco singer. She was one of Camarón's favourite cantaoras (female flamenco singers), and they worked together on several occasions. She is one of the best contemporary cantaoras of festive styles. It is the happy palos (forms) which allow her to express all of her talent: bulerías, tangos, alegrías... but she is also comfortable executing other palos, like the soleá and seguiriya. <a href=""https://www.last.fm/music/Remedios+Amaya"">Read more on Last.fm</a>",26222,107806,Carmen Linares,José Mercé,Duquende
Nobuo Uematsu,flamenco,track,Vamo'alla flamenco,2000,4uqcES2h19TKAXQlciycrO,"Nobuo Uematsu (Born March 21, 1959) is best known for his composition for the Squaresoft (now Square Enix) games company throughout the 1980s and 1990s, most notably on the Final Fantasy series of games. Composing all his work on the keyboards, he has been hailed as one of the most popular and beloved composers of video game soundtracks. Uematsu enjoyed commercial success with the track “Eyes on Me” from Final Fantasy VIII, performed by Hong Kong singer Faye Wong (Wang Fei - 王菲). <a href=""https://www.last.fm/music/+noredirect/Nobuo+Uematsu"">Read more on Last.fm</a>",254244,16903106,浜渦正志,Mitsuto Suzuki,崎元仁
Maurice Ravel,flamenco,track,Flamenco Bolero,2000,0z6xGK2u3nSsbk9XeKYwZQ,"Joseph Maurice Ravel (7 March 1875 – 28 December 1937) was a French composer, pianist, and conductor. He is often linked with Impressionism alongside his contemporary Claude Debussy, although both composers rejected the label. During the 1920s and 1930s, Ravel was widely regarded as France's leading living composer. Born into a music-loving family, Ravel studied at the Paris Conservatoire, where he faced opposition from the conservative establishment, resulting in controversy over his treatment. <a href=""https://www.last.fm/music/Maurice+Ravel"">Read more on Last.fm</a>",1149180,12361697,Claude Debussy,Gustav Mahler,Robert Schumann
Mark Towns,flamenco,track,After the Rain,2000,6DjfWx0fXi0uQpedpvaCD9,"Mark Towns is a virtuoso guitarist and prolific composer best known for creating guitar-based instrumental Afro-Caribbean Jazz, producing a sound which blurs the lines between Latin Jazz, Flamenco Jazz, Salsa, Smooth Jazz, and Fusion. His music has the rare quality of being both esoterically niche oriented, yet universally accessible. Mark's music frequently conjures up magical and other-worldly elements, becoming a conduit to universal consciousness and an enlightening link to the beyond. <a href=""https://www.last.fm/music/Mark+Towns"">Read more on Last.fm</a>",3108,13786,Mario Bauzá,Nestor Torres,Tito Rodriguez & His Orchestra
Franz Schubert,flamenco,track,Tango Serenata (Ständchen),2000,1t91qQaPbOoo4pumaLih4W,"Franz Peter Schubert (31 January 1797 – 19 November 1828) was an Austrian composer of the late Classical and early Romantic eras. Despite his short life, Schubert left behind a vast oeuvre, including more than 600 secular vocal works (mainly lieder), seven complete symphonies, sacred music, operas, incidental music, and a large body of piano and chamber music. His major works include the art songs Erlkönig, Gretchen am Spinnrade, Ave Maria; the Trout Quintet, the unfinished Symphony No. <a href=""https://www.last.fm/music/Franz+Schubert"">Read more on Last.fm</a>",1402273,17127920,Robert Schumann,Ludwig van Beethoven,Johannes Brahms
Mark Towns,flamenco,track,Corriente,2000,7Kuasu0H7jArcADoFIHGUk,"Mark Towns is a virtuoso guitarist and prolific composer best known for creating guitar-based instrumental Afro-Caribbean Jazz, producing a sound which blurs the lines between Latin Jazz, Flamenco Jazz, Salsa, Smooth Jazz, and Fusion. His music has the rare quality of being both esoterically niche oriented, yet universally accessible. Mark's music frequently conjures up magical and other-worldly elements, becoming a conduit to universal consciousness and an enlightening link to the beyond. <a href=""https://www.last.fm/music/Mark+Towns"">Read more on Last.fm</a>",3108,13786,Mario Bauzá,Nestor Torres,Tito Rodriguez & His Orchestra
Georges Moustaki,flamenco,track,Flamenco,2000,02jM23k8pgm9gcZpyIn8Wk,"Georges Moustaki (1934-2013) was a singer-songwriter of Greek Jewish origin. Moustaki was born Yussef Mustacchi on the 3rd May 1934 in Alexandria, Egypt, of Sephardic Jewish parents who had moved there from Corfu, and who ran a bookshop in the city. The family spoke Italian at home, but Georges (then Yussef) spoke Arabic with his friends and attended a French school to which his Francophile parents sent him and his sisters. In 1951 he moved to Paris <a href=""https://www.last.fm/music/Georges+Moustaki"">Read more on Last.fm</a>",99569,884824,Serge Reggiani,Jean Ferrat,Léo Ferré
El Arrebato,flamenco,track,Rumba Canalla,2000,2tnnbPGlhpY1420firAE7v,"Javier Labandón, más conocido por su nombre artístico El Arrebato, es un cantautor español de rumba-pop y flamenco. Comenzó su carrera artística sobre 1985 y su carrera discográfica en 1988 sacando su primer disco con el grupo Piel morena en el que le acompañaban 2 grandes amigos de su Sevilla natal . Con ellos cosechó sus primeros éxitos hasta el 8 de septiembre de 1998, cuando Piel Morena se disolvió definitivamente tras varios cambios en la formación. <a href=""https://www.last.fm/music/El+Arrebato"">Read more on Last.fm</a>",57678,487591,El Barrio,Andy & Lucas,Estopa
Mark Towns,flamenco,track,Medley: The Way/La Via,2000,5OFZgm7YRtEHkoUdgIdMhF,"Mark Towns is a virtuoso guitarist and prolific composer best known for creating guitar-based instrumental Afro-Caribbean Jazz, producing a sound which blurs the lines between Latin Jazz, Flamenco Jazz, Salsa, Smooth Jazz, and Fusion. His music has the rare quality of being both esoterically niche oriented, yet universally accessible. Mark's music frequently conjures up magical and other-worldly elements, becoming a conduit to universal consciousness and an enlightening link to the beyond. <a href=""https://www.last.fm/music/Mark+Towns"">Read more on Last.fm</a>",3108,13786,Mario Bauzá,Nestor Torres,Tito Rodriguez & His Orchestra
Tomaso Albinoni,flamenco,track,Tango Adagio,2000,3dVVMsZCVGxce42Nd9a0XC,"Tomaso Giovanni Albinoni (1671–1751) was a Venetian Baroque composer. While famous in his day as an opera composer, he is mainly remembered today for his instrumental music, some of which is regularly recorded. His “Adagio in G minor”, actually a later reconstruction, is one of the most frequently recorded pieces of Baroque music. Born to Antonio Albinoni (1634–1709), a wealthy paper merchant and nobleman in Venice, he studied violin and singing. <a href=""https://www.last.fm/music/+noredirect/Tomaso+Albinoni"">Read more on Last.fm</a>",144955,863669,Arcangelo Corelli,Georg Friedrich Händel,Georg Philipp Telemann
Johann Pachelbel,flamenco,track,Soleá Canon,2000,4EOgdSxqtZZGvOrzuyQAGz,"Johann Pachelbel (baptised 11 September 1653 – buried 9 March 1706) was a German composer, organist, and teacher who was a leading figure in the south German organ school during the middle Baroque period. He composed a substantial body of sacred and secular music and made significant contributions to the development of the chorale prelude and fugue, securing his place among the important composers of his era. During his lifetime, Pachelbel’s music was widely popular, and he taught many pupils. <a href=""https://www.last.fm/music/Johann+Pachelbel"">Read more on Last.fm</a>",820444,5403474,Jean Sibelius,Henry Purcell,Ludwig van Beethoven
Juana Amaya,flamenco,track,"Flamenco, Soleá por Bulerias, con baile",2000,73KHkT0m5CW2xWgJAxCmoA," <a href=""https://www.last.fm/music/Juana+Amaya"">Read more on Last.fm</a>",419,3538,Jose Galvan,Manuel Salado,Adela Campallo
Mark Towns,flamenco,track,Sabrosa,2000,1xikd54XPRJeJwRIv0yIzO,"Mark Towns is a virtuoso guitarist and prolific composer best known for creating guitar-based instrumental Afro-Caribbean Jazz, producing a sound which blurs the lines between Latin Jazz, Flamenco Jazz, Salsa, Smooth Jazz, and Fusion. His music has the rare quality of being both esoterically niche oriented, yet universally accessible. Mark's music frequently conjures up magical and other-worldly elements, becoming a conduit to universal consciousness and an enlightening link to the beyond. <a href=""https://www.last.fm/music/Mark+Towns"">Read more on Last.fm</a>",3108,13786,Mario Bauzá,Nestor Torres,Tito Rodriguez & His Orchestra
Mariló García,flamenco,track,Sevillanas: Lenta (Cante y Guitarra),2000,0sKS1f30oQdGw903RR7fBN," <a href=""https://www.last.fm/music/Maril%C3%B3+Garc%C3%ADa"">Read more on Last.fm</a>",125,467,El Trini,Victor M. Rosa,Juana Amaya
Márquez El Zapatero,flamenco,track,"Flamenco, Soleá por Bulerias, Sólo de Cante",2000,2eLniDU3Fbg6QUTbreLUrF," <a href=""https://www.last.fm/music/m%C3%A1rquez+el+zapatero"">Read more on Last.fm</a>",69,452,Jose Galvan,Jesus Heredia,Melchora Ortega
Rocio Ruiz,flamenco,track,"Flamenco,Cante por Martinete",2000,77242gtA1Jymsu2Vl9LGxR," <a href=""https://www.last.fm/music/Rocio+Ruiz"">Read more on Last.fm</a>",84,300,Familias Gitanas de Moron de la Frontera,Grupo Maria del Mar Moreno,Familias Gitanas de Utrera
Juana Amaya,flamenco,track,"Flamenco, Soleá por Bulerias, sin baile",2000,5YKBLRuQrbRDyrJaH7nywI," <a href=""https://www.last.fm/music/Juana+Amaya"">Read more on Last.fm</a>",419,3538,Jose Galvan,Manuel Salado,Adela Campallo
Antonio Vivaldi,flamenco,track,Primavera Tango (Four Seasons),2000,6mpQYMq1l1gU0ltQ0nO1IW,"Antonio Lucio Vivaldi (4 March 1678 – 28 July 1741) was an Italian composer, virtuoso violinist, impresario of Baroque music, and Roman Catholic priest. He is regarded as one of the leading Baroque composers, with a significant influence across Europe during his lifetime. Vivaldi contributed to developments in orchestration, violin technique, and programmatic music. He played a key role in consolidating the concerto form, particularly the solo concerto, into a widely recognised musical idiom. <a href=""https://www.last.fm/music/Antonio+Vivaldi"">Read more on Last.fm</a>",1888862,40687135,Georg Friedrich Händel,Johann Sebastian Bach,Wolfgang Amadeus Mozart
La Carmen,flamenco,track,Flamencos a volar,2000,5pG5LCEvPX175P4ukUCFmR," <a href=""https://www.last.fm/music/La+Carmen"">Read more on Last.fm</a>",170,624,Mesalla,Jorge Martinez,La Shica
Enaldo Barrera,flamenco,track,Flamenco,2000,5qhcnvZmA4lm7fClwUbGwB," <a href=""https://www.last.fm/music/Enaldo+Barrera"">Read more on Last.fm</a>",621,2832,La Combinación Vallenata,Jesus Manuel Estrada,Farid Ortiz
Chano Lobato,flamenco,track,Tanguillos de Cádiz,2000,1XNVIE3jSJUoGzehQN9m9g," <a href=""https://www.last.fm/music/Chano+Lobato"">Read more on Last.fm</a>",11114,41832,Antonio Mairena,Marina Heredia,El Lebrijano
Wolfgang Amadeus Mozart,flamenco,track,Rumba Allegro (Symphony no.40),2000,6Nm0bBmYBI74CyApeaVZhF,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",2417021,69063685,Ludwig van Beethoven,Johann Sebastian Bach,Franz Schubert
Chiqui de Jerez,flamenco,track,El Teléfono de Mi Casa,2000,2L2ObU16rqwFvOIfbseBLX," <a href=""https://www.last.fm/music/Chiqui+de+Jerez"">Read more on Last.fm</a>",488,2168,Antonio De La Malena,Joaquín El Zambo,El Trini
Jose Fernandez,flamenco,track,Bulerias Solo Compas flamenco 190,2000,2w6JLw4LmLEl57uUKhRldQ,"Jose Fernandez first fell in love with flamenco in the heart of his Andalusian Gypsy family where everyone was a musician. From his grandfather, a well-known Flamenco singer & poet, he inherited his musical skills. As a boy, he wandered around gypsy ceremonies and camps, performing as a drummer. At the age of four he was recognized as a phenomenal child singer, which led a local newspaper to call him ""the Mozart of Flamenco."" Born in the era of great musical fusion of the '70s <a href=""https://www.last.fm/music/Jose+Fernandez"">Read more on Last.fm</a>",941,3084,Duquende,Carmen Linares,Chano Lobato
Ludwig van Beethoven,flamenco,track,Moonlight Rumba (Moonlight Sonata),2000,2edeklaJKKKx9ZyxDD2bSG,"Ludwig van Beethoven (baptised 17 December 1770 – 26 March 1827) was a German composer and pianist. He is regarded as one of the central figures in the history of Western music. His compositions, which are among the most frequently performed in the classical repertoire, mark a transition from the Classical period to the Romantic era. His career is often divided into three periods: the early period, ending around 1802, in which he developed his compositional style; the middle period <a href=""https://www.last.fm/music/Ludwig+van+Beethoven"">Read more on Last.fm</a>",2744051,57380632,Wolfgang Amadeus Mozart,Johann Sebastian Bach,Johannes Brahms
Mark Towns,flamenco,track,Merengue Gitano,2000,71AKM5R1HijC743bGDWJBy,"Mark Towns is a virtuoso guitarist and prolific composer best known for creating guitar-based instrumental Afro-Caribbean Jazz, producing a sound which blurs the lines between Latin Jazz, Flamenco Jazz, Salsa, Smooth Jazz, and Fusion. His music has the rare quality of being both esoterically niche oriented, yet universally accessible. Mark's music frequently conjures up magical and other-worldly elements, becoming a conduit to universal consciousness and an enlightening link to the beyond. <a href=""https://www.last.fm/music/Mark+Towns"">Read more on Last.fm</a>",3108,13786,Mario Bauzá,Nestor Torres,Tito Rodriguez & His Orchestra
Mark Towns,flamenco,track,Selva Urbana,2000,6dOwfELGupyrMHzkVegViT,"Mark Towns is a virtuoso guitarist and prolific composer best known for creating guitar-based instrumental Afro-Caribbean Jazz, producing a sound which blurs the lines between Latin Jazz, Flamenco Jazz, Salsa, Smooth Jazz, and Fusion. His music has the rare quality of being both esoterically niche oriented, yet universally accessible. Mark's music frequently conjures up magical and other-worldly elements, becoming a conduit to universal consciousness and an enlightening link to the beyond. <a href=""https://www.last.fm/music/Mark+Towns"">Read more on Last.fm</a>",3108,13786,Mario Bauzá,Nestor Torres,Tito Rodriguez & His Orchestra
Johann Sebastian Bach,flamenco,track,Tango Aria (Air on the G String),2000,0MJgtHcv1Wjv4Wxc9nJATo,"Johann Sebastian Bach (31 March 1685 – 28 July 1750) was a German composer and musician of the late Baroque period. He composed a wide range of music across various instruments and forms, including orchestral works such as the Brandenburg Concertos; solo instrumental pieces like the cello suites and the sonatas and partitas for solo violin; keyboard compositions including the Goldberg Variations and The Well-Tempered Clavier; organ works such as <a href=""https://www.last.fm/music/Johann+Sebastian+Bach"">Read more on Last.fm</a>",2409686,93303532,Ludwig van Beethoven,Wolfgang Amadeus Mozart,Georg Friedrich Händel
Juana Amaya,flamenco,track,"Flamenco, Soleá por Bulerias, Sólo Compás 132",2000,2zEhscbOlOC6Bl6OVcWfL1," <a href=""https://www.last.fm/music/Juana+Amaya"">Read more on Last.fm</a>",419,3538,Jose Galvan,Manuel Salado,Adela Campallo
Mark Towns,flamenco,track,Chucho,2000,6l2HTLRp8mTasMXOtvFEhb,"Mark Towns is a virtuoso guitarist and prolific composer best known for creating guitar-based instrumental Afro-Caribbean Jazz, producing a sound which blurs the lines between Latin Jazz, Flamenco Jazz, Salsa, Smooth Jazz, and Fusion. His music has the rare quality of being both esoterically niche oriented, yet universally accessible. Mark's music frequently conjures up magical and other-worldly elements, becoming a conduit to universal consciousness and an enlightening link to the beyond. <a href=""https://www.last.fm/music/Mark+Towns"">Read more on Last.fm</a>",3108,13786,Mario Bauzá,Nestor Torres,Tito Rodriguez & His Orchestra
Levantito,flamenco,track,El Jardín de Mis Sueños,2000,5PGy4rzoVYQwMTfa4Svvgr," <a href=""https://www.last.fm/music/Levantito"">Read more on Last.fm</a>",96,661,Decai,La Negra,Xesus Pimentel
Ludwig van Beethoven,flamenco,track,Fandango for Elise (Für Elise),2000,5xA7tKg7QPsvAUVWap88rN,"Ludwig van Beethoven (baptised 17 December 1770 – 26 March 1827) was a German composer and pianist. He is regarded as one of the central figures in the history of Western music. His compositions, which are among the most frequently performed in the classical repertoire, mark a transition from the Classical period to the Romantic era. His career is often divided into three periods: the early period, ending around 1802, in which he developed his compositional style; the middle period <a href=""https://www.last.fm/music/Ludwig+van+Beethoven"">Read more on Last.fm</a>",2744051,57380632,Wolfgang Amadeus Mozart,Johann Sebastian Bach,Johannes Brahms
El Trini,flamenco,track,Sevillanas: Media (Cante y Guitarra),2000,1OkfxOngQIpLS7atBmCQSQ," <a href=""https://www.last.fm/music/El+Trini"">Read more on Last.fm</a>",1684,7452,Juan María Real,Antonio De La Malena,El Turronero
Dorantes,flamenco,track,Orobroy,2000,3QnvDtqgg8KGq8QypBbsv0," <a href=""https://www.last.fm/music/Dorantes"">Read more on Last.fm</a>",6881,60630,David Peña Dorantes,Caracter Flamenco,Mayte Martín
Felix Mendelssohn,flamenco,track,Andante Rumba (Symphony 5),2000,1XvJsSuXS1iZxlpYojYj0W,"Jakob Ludwig Felix Mendelssohn Bartholdy, known as Felix Mendelssohn (1809–1847), was a German composer, pianist, organist, and conductor of the early Romantic period. He was born on 3 February 1809 in Hamburg, Germany, into a prominent Jewish family; his grandfather was the philosopher Moses Mendelssohn. Recognised as a child prodigy, Mendelssohn’s family encouraged his musical pursuits only after he showed serious dedication to the art. Mendelssohn achieved early success in Germany and later travelled extensively throughout Europe. <a href=""https://www.last.fm/music/Felix+Mendelssohn"">Read more on Last.fm</a>",1043760,10185678,Robert Schumann,Johannes Brahms,Franz Schubert
El Trini,flamenco,track,Sevillanas: Rápida (Cante y Guitarra),2000,2ZfMZkSi4itskqn6PNNBAc," <a href=""https://www.last.fm/music/El+Trini"">Read more on Last.fm</a>",1684,7452,Juan María Real,Antonio De La Malena,El Turronero
Mark Towns,flamenco,track,Wondering,2000,1AaqOJEurORS9gIjdeEHTD,"Mark Towns is a virtuoso guitarist and prolific composer best known for creating guitar-based instrumental Afro-Caribbean Jazz, producing a sound which blurs the lines between Latin Jazz, Flamenco Jazz, Salsa, Smooth Jazz, and Fusion. His music has the rare quality of being both esoterically niche oriented, yet universally accessible. Mark's music frequently conjures up magical and other-worldly elements, becoming a conduit to universal consciousness and an enlightening link to the beyond. <a href=""https://www.last.fm/music/Mark+Towns"">Read more on Last.fm</a>",3108,13786,Mario Bauzá,Nestor Torres,Tito Rodriguez & His Orchestra
Wolfgang Amadeus Mozart,flamenco,track,Bulería Adagio (Piano Concerto No.21),2000,0R3lPDIKv89qWEmYWTIoNE,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",2417021,69063685,Ludwig van Beethoven,Johann Sebastian Bach,Franz Schubert
Jose Fernandez,flamenco,track,Bulerias Solo Compas flamenco 225,2000,1CVS0YLa7YpB4wRIQYiJPf,"Jose Fernandez first fell in love with flamenco in the heart of his Andalusian Gypsy family where everyone was a musician. From his grandfather, a well-known Flamenco singer & poet, he inherited his musical skills. As a boy, he wandered around gypsy ceremonies and camps, performing as a drummer. At the age of four he was recognized as a phenomenal child singer, which led a local newspaper to call him ""the Mozart of Flamenco."" Born in the era of great musical fusion of the '70s <a href=""https://www.last.fm/music/Jose+Fernandez"">Read more on Last.fm</a>",941,3084,Duquende,Carmen Linares,Chano Lobato
La Macanita,flamenco,track,Cantiñas del Marinero,2000,3ro8lFaoIHAv2chG3hq4xg," <a href=""https://www.last.fm/music/La+Macanita"">Read more on Last.fm</a>",12081,41657,Remedios Amaya,Diego Carrasco,Carmen Linares
Mark Towns,flamenco,track,Like the Wind,2000,5zNOlWjHpmZymXQ7jvxq1T,"Mark Towns is a virtuoso guitarist and prolific composer best known for creating guitar-based instrumental Afro-Caribbean Jazz, producing a sound which blurs the lines between Latin Jazz, Flamenco Jazz, Salsa, Smooth Jazz, and Fusion. His music has the rare quality of being both esoterically niche oriented, yet universally accessible. Mark's music frequently conjures up magical and other-worldly elements, becoming a conduit to universal consciousness and an enlightening link to the beyond. <a href=""https://www.last.fm/music/Mark+Towns"">Read more on Last.fm</a>",3108,13786,Mario Bauzá,Nestor Torres,Tito Rodriguez & His Orchestra
Mark Towns,flamenco,track,Wind on the Mountain,2000,55fV0QtDYtaLfB3aTID6RF,"Mark Towns is a virtuoso guitarist and prolific composer best known for creating guitar-based instrumental Afro-Caribbean Jazz, producing a sound which blurs the lines between Latin Jazz, Flamenco Jazz, Salsa, Smooth Jazz, and Fusion. His music has the rare quality of being both esoterically niche oriented, yet universally accessible. Mark's music frequently conjures up magical and other-worldly elements, becoming a conduit to universal consciousness and an enlightening link to the beyond. <a href=""https://www.last.fm/music/Mark+Towns"">Read more on Last.fm</a>",3108,13786,Mario Bauzá,Nestor Torres,Tito Rodriguez & His Orchestra
Grupo de María del Mar Moreno,flamenco,track,Tarantos con baile flamenco completo,2000,3cH2C7YxjpZQ7yhEwjs2AW," <a href=""https://www.last.fm/music/Grupo+de+Mar%C3%ADa+Del+Mar+Moreno"">Read more on Last.fm</a>",103,835,Grupo de Eva La Yerbabuena,Manuel Salado,Grupo de Juana Amaya
Victor M. Rosa,flamenco,track,Granaina: Sólo Guitarra,2000,14mstquH2GHwuYmVp9qL1y," <a href=""https://www.last.fm/music/Victor+M.+Rosa"">Read more on Last.fm</a>",350,953,lalo tejada,Juan María Real,El Trini
Traditional,flamenco,track,Medina Azahara (Granainas),2000,5GW7kNyJpij82MhhnkIqAA,"Traditional music is an umbrella term for all folk music that has made it down the generations largely thanks to oral tradition. The obscure and random inception of such songs means that the original author(s) of the song is rarely documented. Rather, the song by time becomes part of a country's or ethnic group's canon of folk songs, usually sung by groups of people performing a custom particular to their culture (ex. pub songs, sea shanties, football anthems, lullabies, children's songs, working songs, dancing tunes etc..). <a href=""https://www.last.fm/music/Traditional"">Read more on Last.fm</a>",567946,6006551,Craig Duncan,The Chieftains,Burl Ives
Pedro Campos,flamenco,track,Sevillanas: Rocieras Lentas (Tambor y Flauta),2000,2ZWMF5j3taR7DESgZLq8FU," <a href=""https://www.last.fm/music/Pedro+Campos"">Read more on Last.fm</a>",4791,12117,The L Bit,Markus Lange And David Dexter,De BoogieBoys
Ottmar Liebert,flamenco,track,Surrender 2 Love - 2000 Remastered,2000,0d92SBPncK0zSR6IzhXxIM,"German Ottmar Liebert composes, performs and records music in a ""Nouveau Flamenco"" style, which mixes elements of flamenco with jazz, bossa nova, and other genres. Ottmar Liebert's music can be difficult to categorize, which is welcomed by the artist himself. It is usually placed in the New Age section at record stores, or under world music from Spain. He has recorded with his band, Luna Negra, since 1990. Liebert describes Luna Negra as a ""rubber band""--it changes with the seasons, members are always coming in or out. <a href=""https://www.last.fm/music/Ottmar+Liebert"">Read more on Last.fm</a>",159977,1645335,Ottmar Liebert & Luna Negra,Jesse Cook,Armik
Pedro Campos,flamenco,track,Sevillanas: Rocieras Medias (Tambor y Flauta),2000,0kruq9DXxP9Lm0PdfbYBs0," <a href=""https://www.last.fm/music/Pedro+Campos"">Read more on Last.fm</a>",4791,12117,The L Bit,Markus Lange And David Dexter,De BoogieBoys
Traditional,flamenco,track,Acera del Rio (Soleares),2000,5bZvLAST6NXKOVBOocVzPr,"Traditional music is an umbrella term for all folk music that has made it down the generations largely thanks to oral tradition. The obscure and random inception of such songs means that the original author(s) of the song is rarely documented. Rather, the song by time becomes part of a country's or ethnic group's canon of folk songs, usually sung by groups of people performing a custom particular to their culture (ex. pub songs, sea shanties, football anthems, lullabies, children's songs, working songs, dancing tunes etc..). <a href=""https://www.last.fm/music/Traditional"">Read more on Last.fm</a>",567946,6006551,Craig Duncan,The Chieftains,Burl Ives
Traditional,flamenco,track,Salobre (Malagueñas),2000,0aberAzTHOxf4XH1JeUfnK,"Traditional music is an umbrella term for all folk music that has made it down the generations largely thanks to oral tradition. The obscure and random inception of such songs means that the original author(s) of the song is rarely documented. Rather, the song by time becomes part of a country's or ethnic group's canon of folk songs, usually sung by groups of people performing a custom particular to their culture (ex. pub songs, sea shanties, football anthems, lullabies, children's songs, working songs, dancing tunes etc..). <a href=""https://www.last.fm/music/Traditional"">Read more on Last.fm</a>",567946,6006551,Craig Duncan,The Chieftains,Burl Ives
Chonchi Heredia,flamenco,track,El Camino de Mi Destino,2000,6IMAOBRpQt9NLxheodkd18," <a href=""https://www.last.fm/music/Chonchi+Heredia"">Read more on Last.fm</a>",4289,12637,Radio Macandé,Gabriel Moreno,El Pali
Ottmar Liebert,flamenco,track,After The Rain - Digitally Remastered 1999,2000,1ggH47au252TP4T692rE0T,"German Ottmar Liebert composes, performs and records music in a ""Nouveau Flamenco"" style, which mixes elements of flamenco with jazz, bossa nova, and other genres. Ottmar Liebert's music can be difficult to categorize, which is welcomed by the artist himself. It is usually placed in the New Age section at record stores, or under world music from Spain. He has recorded with his band, Luna Negra, since 1990. Liebert describes Luna Negra as a ""rubber band""--it changes with the seasons, members are always coming in or out. <a href=""https://www.last.fm/music/Ottmar+Liebert"">Read more on Last.fm</a>",159977,1645335,Ottmar Liebert & Luna Negra,Jesse Cook,Armik
Ottmar Liebert,flamenco,track,Barcelona Nights - 2000 Digital Remaster,2000,77tmRwrSvrvHEHqku7OpXT,"German Ottmar Liebert composes, performs and records music in a ""Nouveau Flamenco"" style, which mixes elements of flamenco with jazz, bossa nova, and other genres. Ottmar Liebert's music can be difficult to categorize, which is welcomed by the artist himself. It is usually placed in the New Age section at record stores, or under world music from Spain. He has recorded with his band, Luna Negra, since 1990. Liebert describes Luna Negra as a ""rubber band""--it changes with the seasons, members are always coming in or out. <a href=""https://www.last.fm/music/Ottmar+Liebert"">Read more on Last.fm</a>",159977,1645335,Ottmar Liebert & Luna Negra,Jesse Cook,Armik
Victor M. Rosa,flamenco,track,Malagueña: Sólo Guitarra,2000,4FsDuVJo6xLs8XTbdLP49D," <a href=""https://www.last.fm/music/Victor+M.+Rosa"">Read more on Last.fm</a>",350,953,lalo tejada,Juan María Real,El Trini
Jose Fernandez,flamenco,track,Bulerias Solo Compas flamenco 246,2000,32aXQMl5U8lsVqk4n12waz,"Jose Fernandez first fell in love with flamenco in the heart of his Andalusian Gypsy family where everyone was a musician. From his grandfather, a well-known Flamenco singer & poet, he inherited his musical skills. As a boy, he wandered around gypsy ceremonies and camps, performing as a drummer. At the age of four he was recognized as a phenomenal child singer, which led a local newspaper to call him ""the Mozart of Flamenco."" Born in the era of great musical fusion of the '70s <a href=""https://www.last.fm/music/Jose+Fernandez"">Read more on Last.fm</a>",941,3084,Duquende,Carmen Linares,Chano Lobato
Jose Fernandez,flamenco,track,Bulerias Solo Compas flamenco 260,2000,0Jcdqacg2QJ3GHQujEuR5H,"Jose Fernandez first fell in love with flamenco in the heart of his Andalusian Gypsy family where everyone was a musician. From his grandfather, a well-known Flamenco singer & poet, he inherited his musical skills. As a boy, he wandered around gypsy ceremonies and camps, performing as a drummer. At the age of four he was recognized as a phenomenal child singer, which led a local newspaper to call him ""the Mozart of Flamenco."" Born in the era of great musical fusion of the '70s <a href=""https://www.last.fm/music/Jose+Fernandez"">Read more on Last.fm</a>",941,3084,Duquende,Carmen Linares,Chano Lobato
Victor M. Rosa,flamenco,track,Sevillanas: Media (Guitarra),2000,0Jig5Z8KciCU2QXmnCBnnc," <a href=""https://www.last.fm/music/Victor+M.+Rosa"">Read more on Last.fm</a>",350,953,lalo tejada,Juan María Real,El Trini
Traditional,flamenco,track,Los Veleros (Alegrías),2000,5jsifLClBCWoE1nlasPiZh,"Traditional music is an umbrella term for all folk music that has made it down the generations largely thanks to oral tradition. The obscure and random inception of such songs means that the original author(s) of the song is rarely documented. Rather, the song by time becomes part of a country's or ethnic group's canon of folk songs, usually sung by groups of people performing a custom particular to their culture (ex. pub songs, sea shanties, football anthems, lullabies, children's songs, working songs, dancing tunes etc..). <a href=""https://www.last.fm/music/Traditional"">Read more on Last.fm</a>",567946,6006551,Craig Duncan,The Chieftains,Burl Ives
