artista,genero,tipo,nombre,año_lanzamiento,id,bio,oyentes,reproducciones,similar_1,similar_2,similar_3
Robbie Williams,rock,track,Rock DJ,2000,4pbyDPjFgfPqFTcIMC8xpK,"Robert Peter Williams (born 13 February 1974) is an English singer and songwriter. He found fame as a member of the pop group Take That from 1990 to 1995, and achieved commercial success after launching a solo career in 1996. His debut studio album, Life thru a Lens, was released in 1997, and included his signature song, ""Angels"". His second album, I've Been Expecting You, featured the songs ""Millennium"" and ""She's the One"", his first number one singles. <a href=""https://www.last.fm/music/Robbie+Williams"">Read more on Last.fm</a>",2547265,59143259,Take That,Robbie Williams & Kylie Minogue,Robbie Williams & Nicole Kidman
Cypress Hill,rock,track,(Rock) Superstar (feat. Chino Moreno & Everlast),2000,5hYr8yRbQLFE20oS7Mi3T2,"Cypress Hill is an American hip-hop group from South Gate, California. Cypress Hill was the first latino group to have platinum and multi-platinum albums and one of the first rap groups to gain a following with fans of hard rock and metal. The band was originally called DVX, but the name was changed after Mellow Man Ace left in 1988. Their first album, which was self-titled, was released in August 1991. Its single was ""Phuncky Feel One"", but it was <a href=""https://www.last.fm/music/Cypress+Hill"">Read more on Last.fm</a>",2087082,46894738,House of Pain,Funkdoobiest,The Psycho Realm
Sade,rock,track,Lovers Rock,2000,77lKjGkhvWuimTzQxA4STK,"Sade (pronounced shah-day) is an English band formed in London in 1982, named after their lead singer, Sade Adu. Their music features elements of soul, quiet storm, smooth jazz and sophisti-pop. All of their albums, including compilations and a live album, have charted in the US Top Ten. Three of their members were originally from Hull in the East Riding of Yorkshire. Sade was formed in 1982, when members of Latin soul band Pride — Sade Adu, (real name Helen Folasade Adu - born 16 January 1959 in Ibadan <a href=""https://www.last.fm/music/Sade"">Read more on Last.fm</a>",2791384,94718422,Erykah Badu,Solange,Anita Baker
Robbie Williams,rock,track,Rock DJ,2000,71N1Ob14XLnH5JwsmvXhXj,"Robert Peter Williams (born 13 February 1974) is an English singer and songwriter. He found fame as a member of the pop group Take That from 1990 to 1995, and achieved commercial success after launching a solo career in 1996. His debut studio album, Life thru a Lens, was released in 1997, and included his signature song, ""Angels"". His second album, I've Been Expecting You, featured the songs ""Millennium"" and ""She's the One"", his first number one singles. <a href=""https://www.last.fm/music/Robbie+Williams"">Read more on Last.fm</a>",2547265,59143259,Take That,Robbie Williams & Kylie Minogue,Robbie Williams & Nicole Kidman
Sade,rock,track,By Your Side,2000,7H3ojI1BsVy0dEJENqMt1k,"Sade (pronounced shah-day) is an English band formed in London in 1982, named after their lead singer, Sade Adu. Their music features elements of soul, quiet storm, smooth jazz and sophisti-pop. All of their albums, including compilations and a live album, have charted in the US Top Ten. Three of their members were originally from Hull in the East Riding of Yorkshire. Sade was formed in 1982, when members of Latin soul band Pride — Sade Adu, (real name Helen Folasade Adu - born 16 January 1959 in Ibadan <a href=""https://www.last.fm/music/Sade"">Read more on Last.fm</a>",2791384,94718422,Erykah Badu,Solange,Anita Baker
Divididos,rock,track,Spaghetti del Rock,2000,6rg1MBZqggsQ5olFGTw0rr,"Divididos (""Divided"") is a rock band from Argentina with a significant place in the history of Argentine rock. Formed in 1988 after the death of Luca Prodan and the consequent dissolution of Sumo, Ricardo Mollo (vocals, guitar) and Diego Arnedo (bass guitar) joined drummer Gustavo Collado to form a band named ""La División"" (The Division), which would be later called ""Divididos"". (Another band emerged from the ashes of Sumo: Las Pelotas.) La Aplanadora del Rock is known for mixing rock with Argentine folk music, and hard-to-get lyrics. <a href=""https://www.last.fm/music/Divididos"">Read more on Last.fm</a>",120487,3150992,Los Piojos,La Renga,Patricio Rey y sus Redonditos de Ricota
Ratones Paranoicos,rock,track,Rock del gato - Vivo,2000,6kH6b7sxXoccjzBikdwCJ3,"Ratones Paranoicos was an Argentine music band, formed in 1984. The lead singer and guitar was Juan Sebastián Gutiérrez (""Juanse""), drummer Rubén Eduardo Quiroga (""Roy""), bass player Pablo Memi and backup singer and guitar Pablo Cano (""Sarcófago""). In August 2011, the band split. <a href=""https://www.last.fm/music/Ratones+Paranoicos"">Read more on Last.fm</a>",44691,650294,Divididos,Viejas Locas,Las Pelotas
Lenny Kravitz,rock,track,Rock And Roll Is Dead,2000,615xWgkKMMvn2vDV1vVu92,"Leonard Albert ""Lenny"" Kravitz (born May 26, 1964. New York, USA) is an American singer-songwriter, record producer, guitarist and actor whose retro amalgam of rock, pop, funk, and even techno is inspired by such music icons as David Bowie, Jimi Hendrix and John Lennon. Like Prince and Sly Stone before him, Kravitz uses a multi-ethnic, mixed-gender backing band. Kravitz plays guitar, bass, drums, keyboards, percussion, and sitar. He often plays these instruments on each recorded track <a href=""https://www.last.fm/music/Lenny+Kravitz"">Read more on Last.fm</a>",2592084,43712797,Prince,Terence Trent D'Arby,Seal
Oasis,rock,track,"Rock 'n' Roll Star - Live at Wembley Stadium, July 2000",2000,23ZtzensWN9UUdLU24AI2h,"Oasis are an English alternative rock band formed in Manchester in 1991. Originally known as the Rain, the group initially consisted of Liam Gallagher (lead vocals, tambourine), Paul Arthurs (guitar), Paul McGuigan (bass guitar) and Tony McCarroll (drums). Liam's older brother Noel (lead guitar, vocals) later joined as a fifth member, finalising the group's core lineup. During the course of their existence, they had various lineup changes, with the Gallagher brothers remaining the only staple members. <a href=""https://www.last.fm/music/Oasis"">Read more on Last.fm</a>",5181955,250346108,Liam Gallagher,Noel Gallagher's High Flying Birds,Beady Eye
Sash!,rock,track,Rock The Block,2000,0oM9U9cyc0WLFDJAZwBrT6,"Sash! is a German DJ / producer team, fronted by Sascha Lappessen (born on 10 June 1970, in Nettetal, Germany), who works in the studio with Ralf Kappmeier and Thomas ""Alisson"" Lüdke. Sash! caused an unexpected stir in the music world when they became one of only a handful of dance acts that managed to sell millions of albums and singles thus becoming a huge commercial success at the end of the 1990's. All of the first 5 singles all reached the UK Top 3: Encore Une Fois reached Number 2 in March 1997 <a href=""https://www.last.fm/music/Sash%21"">Read more on Last.fm</a>",557782,5544172,DJ Quicksilver,Fragma,Future Breeze
